full_text,image_url,translated_text,sentiment,ocr_text,combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
"NFC iPhone 16 NDEF standard terlalu umum, fitur NFC jadi kurang inovatif dan beda sama kompetitor lain.",,"NFC iPhone 16 NDEF Standard is too common, the NFC feature is less innovative and different from other competitors.",1,,"NFC iPhone 16 NDEF standard terlalu umum, fitur NFC jadi kurang inovatif dan beda sama kompetitor lain. ",0,0,0,0,0,0,0,0,1,0,0,0
USB Type-C iPhone 16 mendukung USB Power Delivery (USB PD) lebih tinggi! Fast charging jadi lebih cepat dan efisien.,,USB Type-C iPhone 16 Supports higher USB Power Delivery (USB PD)!Fast charging becomes faster and more efficient.,2,,USB Type-C iPhone 16 mendukung USB Power Delivery (USB PD) lebih tinggi! Fast charging jadi lebih cepat dan efisien. ,0,0,0,0,0,0,0,0,2,0,0,0
NFC iPhone 16 mendukung NFC Data Exchange Format (NDEF)! Standar format data NFC universal dan kompatibel dengan banyak aplikasi dan platform.,,NFC iPhone 16 Supports NFC Data Exchange Format (NDEF)!Standard NFC universal data format and compatible with many applications and platforms.,1,,NFC iPhone 16 mendukung NFC Data Exchange Format (NDEF)! Standar format data NFC universal dan kompatibel dengan banyak aplikasi dan platform. ,0,0,0,0,0,0,0,0,2,0,0,0
"Wi-Fi 6 iPhone 16 bi-directional beamforming fitur complex dan advanced, perlu router dan perangkat Wi-Fi 6 yang sama-sama support bi-directional beamforming.",,"Wi-Fi 6 iPhone 16 BI-Directional Beamforming Complex and Advanced features, need routers and Wi-Fi 6 devices that both support Bi-Directional Beamforming.",2,,"Wi-Fi 6 iPhone 16 bi-directional beamforming fitur complex dan advanced, perlu router dan perangkat Wi-Fi 6 yang sama-sama support bi-directional beamforming. ",0,0,0,0,0,0,0,0,0,0,0,0
NFC iPhone 16 mendukung card emulation mode! iPhone bisa jadi kartu akses atau kartu identitas virtual pakai NFC.,,NFC iPhone 16 supports Card Emulation Mode!iPhone can be an access card or virtual identity card using NFC.,1,,NFC iPhone 16 mendukung card emulation mode! iPhone bisa jadi kartu akses atau kartu identitas virtual pakai NFC. ,0,0,0,0,0,0,0,0,2,0,0,0
"USB Type-C iPhone 16 mendukung USB On-The-Go (OTG)! Bisa connect flash drive, keyboard, mouse langsung ke iPhone.",,"USB Type-C iPhone 16 Supports USB On-The-Go (OTG)!Can connect flash drive, keyboard, mouse directly to the iPhone.",2,,"USB Type-C iPhone 16 mendukung USB On-The-Go (OTG)! Bisa connect flash drive, keyboard, mouse langsung ke iPhone. ",0,0,0,0,0,0,0,0,2,0,0,0
Bluetooth iPhone 16 audio sharing ke beberapa perangkat! Bisa dengar musik bareng teman tanpa split audio.,,Bluetooth iPhone 16 Audio Sharing to several devices!Can hear music with friends without Audio split.,2,,Bluetooth iPhone 16 audio sharing ke beberapa perangkat! Bisa dengar musik bareng teman tanpa split audio. ,0,0,0,0,0,0,0,0,2,0,0,0
"USB Type-C iPhone 16 variable voltage power supply fitur complex dan advanced, pengguna awam gak perlu detail fitur dynamic voltage charging.",,"USB Type-C iPhone 16 Variable Voltage Power Supply Complex and Advanced Features, Lay users don't need detailed Dynamic Voltage Charging features.",0,,"USB Type-C iPhone 16 variable voltage power supply fitur complex dan advanced, pengguna awam gak perlu detail fitur dynamic voltage charging. ",0,0,0,0,0,0,0,0,1,0,0,0
"Bluetooth iPhone 16 connectionless broadcast fitur rawan spamming dan abuse, iklan atau notifikasi gak relevan bisa ganggu pengguna.",,"Bluetooth iPhone 16 Connectionless Broadcast features prone to spamming and abuse, advertisements or notifications are not relevant can disturb users.",1,,"Bluetooth iPhone 16 connectionless broadcast fitur rawan spamming dan abuse, iklan atau notifikasi gak relevan bisa ganggu pengguna. ",0,0,0,0,0,0,0,0,1,0,0,0
NFC iPhone 16 mendukung NFC-A dan NFC-B! Kompatibilitas NFC dengan standar NFC type A dan B yang paling umum dipakai di dunia.,,NFC iPhone 16 supports NFC-A and NFC-B!NFC compatibility with the most commonly used NFC Type A and B standards in the world.,1,,NFC iPhone 16 mendukung NFC-A dan NFC-B! Kompatibilitas NFC dengan standar NFC type A dan B yang paling umum dipakai di dunia. ,0,0,0,0,0,0,0,0,2,0,0,0
"NFC iPhone 16 mendukung NFC controller interface (NCI)! Arsitektur hardware dan software NFC yang standar dan modular, memudahkan integrasi dan pengembangan aplikasi NFC.",,"NFC iPhone 16 supports the NFC Controller Interface (NCI)!NFC hardware and software architecture that is standard and modular, facilitates the integration and development of NFC applications.",1,,"NFC iPhone 16 mendukung NFC controller interface (NCI)! Arsitektur hardware dan software NFC yang standar dan modular, memudahkan integrasi dan pengembangan aplikasi NFC. ",0,0,0,0,0,0,0,0,2,0,0,0
"USB Type-C iPhone 16 quick charge fitur standar USB PD, harusnya Apple bisa pakai teknologi fast charging yang lebih inovatif dan cepat.",,"USB Type-C iPhone 16 Quick Charge Standard USB PD feature, Apple should be able to use more innovative and faster fast charging technology.",2,,"USB Type-C iPhone 16 quick charge fitur standar USB PD, harusnya Apple bisa pakai teknologi fast charging yang lebih inovatif dan cepat. ",0,0,0,0,0,0,0,0,1,0,0,0
"NFC iPhone 16 LLCP protokol terlalu teknis dan internal, pengguna awam gak peduli detail protokol peer-to-peer NFC.",,"NFC iPhone 16 LLCP protocol is too technical and internal, ordinary users don't care about the details of the NFC peer-to-peer protocol.",1,,"NFC iPhone 16 LLCP protokol terlalu teknis dan internal, pengguna awam gak peduli detail protokol peer-to-peer NFC. ",0,0,0,0,0,0,0,0,1,0,0,0
Wi-Fi 6 iPhone 16 channel bandwidth 160 MHz support! Kecepatan transfer data wireless jadi maksimal.,,Wi-Fi 6 iPhone 16 Channel Bandwidth 160 MHz Support!Wireless data transfer speed is maximum.,0,,Wi-Fi 6 iPhone 16 channel bandwidth 160 MHz support! Kecepatan transfer data wireless jadi maksimal. ,0,0,0,0,0,0,0,0,2,0,0,0
Aneh sekali bagaimana iPhone saya baik-baik saja hingga pengumuman iPhone 16,,How strange how my iPhone is fine until the announcement of the iPhone 16,0,,Aneh sekali bagaimana iPhone saya baik-baik saja hingga pengumuman iPhone 16 ,0,0,0,0,0,0,0,0,0,0,0,0
Wi-Fi 6 iPhone 16 uplink OFDMA! Meningkatkan kecepatan upload data secara signifikan di jaringan Wi-Fi padat.,,Wi-Fi 6 Iphone 16 Uplink Offma!Increase the speed upload of data significantly on a solid Wi-Fi network.,2,,Wi-Fi 6 iPhone 16 uplink OFDMA! Meningkatkan kecepatan upload data secara signifikan di jaringan Wi-Fi padat. ,0,0,0,0,0,0,0,0,0,0,0,0
NFC iPhone 16 mendukung host card emulation (HCE)! Aplikasi bisa emulate kartu NFC tanpa secure element hardware.,,NFC iPhone 16 Supports Host Card Emulation (HCE)!Applications can emulate NFC cards without secure element hardware.,1,,NFC iPhone 16 mendukung host card emulation (HCE)! Aplikasi bisa emulate kartu NFC tanpa secure element hardware. ,0,0,0,0,0,0,0,0,2,0,0,0
"NFC iPhone 16 NFC-F (FeliCa) support cuma buat pengguna di Jepang dan Asia Timur, pengguna di negara lain kurang relevan fitur ini.",,"NFC iPhone 16 NFC-F (Felica) supports only for users in Japan and East Asia, users in other countries are less relevant to this feature.",1,,"NFC iPhone 16 NFC-F (FeliCa) support cuma buat pengguna di Jepang dan Asia Timur, pengguna di negara lain kurang relevan fitur ini. ",0,0,0,0,0,0,0,0,1,0,0,0
Wi-Fi 6 iPhone 16 adaptive Wi-Fi! Otomatis pilih channel Wi-Fi terbaik buat hindari interferensi.,,Wi-Fi 6 iPhone 16 Adaptive Wi-Fi!Automatically select the best Wi-Fi channel to avoid interference.,2,,Wi-Fi 6 iPhone 16 adaptive Wi-Fi! Otomatis pilih channel Wi-Fi terbaik buat hindari interferensi. ,0,0,0,0,0,0,0,0,0,0,0,0
Wi-Fi 6 iPhone 16 uplink MU-MIMO benefitnya kurang kerasa buat pengguna rumahan yang jarang upload data banyak secara bersamaan.,,Wi-Fi 6 Iphone 16 Uplink Mu-Mimo Benefit is less feeling for home users who rarely upload a lot of data simultaneously.,2,,Wi-Fi 6 iPhone 16 uplink MU-MIMO benefitnya kurang kerasa buat pengguna rumahan yang jarang upload data banyak secara bersamaan. ,0,0,0,0,0,0,0,0,1,0,0,0
Firmware iPhone 16 sekarang dapat dipulihkan secara nirkabel dari iPhone lain https://t.co/mDaHFlJrrd,,IPhone 16 firmware can now be restored wirelessly from other iPhone https://t.co/mdahfljrrd,2,,Firmware iPhone 16 sekarang dapat dipulihkan secara nirkabel dari iPhone lain https://t.co/mDaHFlJrrd ,0,0,0,0,0,0,0,0,0,0,0,0
Wi-Fi 6E di iPhone 16 makin mantap! Bandwidth 6 GHz lancar banget buat VR dan AR.,,Wi-Fi 6e on the iPhone 16 is more stable!Bandwidth 6 GHz is very smooth for VR and AR.,0,,Wi-Fi 6E di iPhone 16 makin mantap! Bandwidth 6 GHz lancar banget buat VR dan AR. ,0,0,0,0,0,0,0,0,2,0,0,0
NFC iPhone 16 mendukung ISO/IEC 15693! Kompatibilitas NFC dengan standar NFC untuk vicinity cards dan inventory management.,,NFC iPhone 16 supports ISO/IEC 15693!NFC compatibility with NFC standards for Vicinity Cards and Inventory Management.,1,,NFC iPhone 16 mendukung ISO/IEC 15693! Kompatibilitas NFC dengan standar NFC untuk vicinity cards dan inventory management. ,0,0,0,0,0,0,0,0,2,0,0,0
USB Type-C di iPhone 16 akhirnya! Transfer data ke laptop jadi lebih cepat dan universal.,,USB Type-C on iPhone 16 Finally!Transfer data to laptops become faster and more universal.,0,,USB Type-C di iPhone 16 akhirnya! Transfer data ke laptop jadi lebih cepat dan universal. ,0,0,0,0,0,0,0,0,0,0,0,0
Wi-Fi 6 iPhone 16 meningkatkan kecepatan internet di rumah! Semua perangkat di rumah kebagian bandwidth lebih besar.,,Wi-Fi 6 iPhone 16 Increase internet speed at home!All devices at home get bigger bandwidth.,2,,Wi-Fi 6 iPhone 16 meningkatkan kecepatan internet di rumah! Semua perangkat di rumah kebagian bandwidth lebih besar. ,0,0,0,0,0,0,0,0,2,0,0,0
"USB Type-C iPhone 16 PPS fast charging charger PPS masih mahal dan jarang dijual terpisah, charger bawaan iPhone masih charger biasa.",,"USB Type-C iPhone 16 PPS Fast Charging Charger PPS is still expensive and rarely sold separately, the default iPhone charger is still an ordinary charger.",0,,"USB Type-C iPhone 16 PPS fast charging charger PPS masih mahal dan jarang dijual terpisah, charger bawaan iPhone masih charger biasa. ",0,0,0,0,0,0,0,0,1,0,0,1
"USB Type-C iPhone 16 mendukung USB Power Delivery variable voltage power supply! Tegangan output daya bisa diatur dinamis sesuai kebutuhan perangkat, charging lebih adaptif.",,"USB Type-C iPhone 16 Supports USB Power Delivery Variable Voltage Power Supply!The power output voltage can be arranged dynamically according to the needs of the device, charging is more adaptive.",2,,"USB Type-C iPhone 16 mendukung USB Power Delivery variable voltage power supply! Tegangan output daya bisa diatur dinamis sesuai kebutuhan perangkat, charging lebih adaptif. ",0,0,0,0,0,0,0,0,2,0,0,0
"Bluetooth iPhone 16 LE connection control procedure! Kontrol koneksi Bluetooth LE lebih detail dan fleksibel, optimasi daya dan performa Bluetooth LE.",,"Bluetooth iPhone 16 Le Connection Control Procedure!Control Bluetooth LE connections are more detailed and flexible, power optimization and Bluetooth le performance.",2,,"Bluetooth iPhone 16 LE connection control procedure! Kontrol koneksi Bluetooth LE lebih detail dan fleksibel, optimasi daya dan performa Bluetooth LE. ",0,0,0,0,0,0,0,0,2,0,0,0
NFC iPhone 16 mendukung NFC-F (FeliCa)! Kompatibilitas NFC dengan standar FeliCa yang populer di Jepang dan Asia Timur.,,NFC iPhone 16 supports NFC-F (Felica)!NFC compatibility with popular Felica standards in Japan and East Asia.,1,,NFC iPhone 16 mendukung NFC-F (FeliCa)! Kompatibilitas NFC dengan standar FeliCa yang populer di Jepang dan Asia Timur. ,0,0,0,0,0,0,0,0,2,0,0,0
"NFC iPhone 16 NFC forum tag types support standar umum tag NFC, harusnya Apple bisa support tag NFC yang lebih canggih dan secure.",,"NFC iPhone 16 NFC Forum Tag Types Types General Standard NFC tags, Apple should be able to support NFC tags that are more sophisticated and secure.",1,,"NFC iPhone 16 NFC forum tag types support standar umum tag NFC, harusnya Apple bisa support tag NFC yang lebih canggih dan secure. ",0,0,0,0,0,0,0,0,1,0,0,0
USB Type-C iPhone 16 mendukung USB fast charging protokol PPS (Programmable Power Supply)! Lebih adaptif dan efisien dalam pengisian daya.,,USB Type-C iPhone 16 Supports USB Fast Charging Protocol PPS (Programmable Power Supply)!More adaptive and efficient in charging.,2,,USB Type-C iPhone 16 mendukung USB fast charging protokol PPS (Programmable Power Supply)! Lebih adaptif dan efisien dalam pengisian daya. ,0,0,0,0,0,0,0,0,2,0,0,0
Kami memiliki masalah serius @Kia &amp; @Apel. Dengan rilis baru iPhone 16 &amp; port usb-c di ponsel Apple CarPlay tidak lagi berfungsi karena port usb-c di Telluride 2024 tidak meneruskan data. Hanya izinkan pengisian daya. Ini perlu diperbaiki secepatnya. #apple #iphone16 #kia #carplay,,We have a serious problem @kia & amp;@Apple.With the new release of iPhone 16 & amp;The USB-C port on the Apple Carplay phone no longer works because the USB-C port in Telluride 2024 does not continue the data.Only allow charging.This needs to be fixed as soon as possible.#apple #iPhone16 #kia #carplay,1,,Kami memiliki masalah serius @Kia &amp; @Apel. Dengan rilis baru iPhone 16 &amp; port usb-c di ponsel Apple CarPlay tidak lagi berfungsi karena port usb-c di Telluride 2024 tidak meneruskan data. Hanya izinkan pengisian daya. Ini perlu diperbaiki secepatnya. #apple #iphone16 #kia #carplay ,0,0,0,0,0,0,0,0,1,0,0,0
USB Type-C iPhone 16 mendukung DisplayPort over USB-C! Bisa connect ke monitor DisplayPort tanpa adaptor aktif.,,USB Type-C iPhone 16 Supports Display Over USB-C!Can connect to the display monitor without active adapter.,2,,USB Type-C iPhone 16 mendukung DisplayPort over USB-C! Bisa connect ke monitor DisplayPort tanpa adaptor aktif. ,0,0,0,0,0,0,0,0,2,0,0,0
USB Type-C iPhone 16 mendukung USB audio class 2.0! Output audio berkualitas tinggi buat DAC eksternal dan headphone audiophile.,,USB Type-C iPhone 16 Supports USB Audio Class 2.0!High quality audio output for external DAC and audiophile headphones.,2,,USB Type-C iPhone 16 mendukung USB audio class 2.0! Output audio berkualitas tinggi buat DAC eksternal dan headphone audiophile. ,0,0,0,0,0,0,0,0,2,0,0,0
USB Type-C iPhone 16 mendukung DisplayPort Alternate Mode (DP Alt Mode)! Bisa output video 4K 60Hz ke monitor eksternal tanpa adaptor.,,USB Type-C iPhone 16 Supports Alternate Mode Displayport (DP ALT Mode)!Can output 4K 60Hz video to an external monitor without an adapter.,2,,USB Type-C iPhone 16 mendukung DisplayPort Alternate Mode (DP Alt Mode)! Bisa output video 4K 60Hz ke monitor eksternal tanpa adaptor. ,0,0,0,0,0,0,0,0,2,0,0,0
USB Type-C iPhone 16 bisa buat fast charging dan reverse charging! Lebih fleksibel dan serbaguna.,,USB Type-C iPhone 16 can make fast charging and reverse charging!More flexible and versatile.,2,,USB Type-C iPhone 16 bisa buat fast charging dan reverse charging! Lebih fleksibel dan serbaguna. ,0,0,0,0,0,0,0,0,0,0,0,0
"Bluetooth iPhone 16 LE connection parameters setting terlalu teknis dan advanced, pengguna awam bingung setting parameter koneksi Bluetooth LE.",,"Bluetooth iPhone 16 Le Connection Parameters Settings are too technical and advanced, Layman Users are confused Settings Bluetooth LE connection parameters.",1,,"Bluetooth iPhone 16 LE connection parameters setting terlalu teknis dan advanced, pengguna awam bingung setting parameter koneksi Bluetooth LE. ",0,0,0,0,0,0,0,0,1,0,0,0
"Wi-Fi 6 iPhone 16 downlink MU-MIMO benefitnya kerasa kalau router Wi-Fi 6 support downlink MU-MIMO, kalau gak support fitur ini gak berfungsi maksimal.",,"Wi-Fi 6 iPhone 16 Downlink Mu-Mimo Benefit feels that the Wi-Fi 6 Support Downlink MU-Mimo Router, if you don't support this feature it doesn't work optimally.",2,,"Wi-Fi 6 iPhone 16 downlink MU-MIMO benefitnya kerasa kalau router Wi-Fi 6 support downlink MU-MIMO, kalau gak support fitur ini gak berfungsi maksimal. ",0,0,0,0,0,0,0,0,1,0,0,0
Bluetooth iPhone 16 super cepat pairingnya! Langsung connect ke earbuds tanpa ribet.,,Bluetooth iPhone 16 super fast pairing!Directly connect to the earbuds without complicated.,2,,Bluetooth iPhone 16 super cepat pairingnya! Langsung connect ke earbuds tanpa ribet. ,0,0,0,0,0,0,0,0,2,0,0,0
Wi-Fi 6 iPhone 16 orthogonal frequency-division multiple access (OFDMA)! Meningkatkan efisiensi spektrum frekuensi Wi-Fi.,,Wi-Fi 6 iPhone 16 Orthogonal Frequency-Division Multiple Access (OFDMA)!Increase the efficiency of the Wi-Fi frequency spectrum.,2,,Wi-Fi 6 iPhone 16 orthogonal frequency-division multiple access (OFDMA)! Meningkatkan efisiensi spektrum frekuensi Wi-Fi. ,0,0,0,0,0,0,0,0,0,0,0,0
Wi-Fi 6 iPhone 16 preamble puncturing! Meningkatkan efisiensi transmisi data Wi-Fi di lingkungan dengan interferensi.,,Wi-Fi 6 iPhone 16 Preamble Punting!Increase the efficiency of Wi-Fi data transmission in the environment with interference.,2,,Wi-Fi 6 iPhone 16 preamble puncturing! Meningkatkan efisiensi transmisi data Wi-Fi di lingkungan dengan interferensi. ,0,0,0,0,0,0,0,0,0,0,0,0
"Wi-Fi 6 iPhone 16 receive beamforming benefitnya gak kerasa kalau router Wi-Fi 6 gak support beamforming, harus router dan perangkat sama-sama support.",,"Wi-Fi 6 iPhone 16 Receive Beamforming Benefit does not feel that the Wi-Fi 6 Router does not support beamforming, must be the router and the device is both supporting.",2,,"Wi-Fi 6 iPhone 16 receive beamforming benefitnya gak kerasa kalau router Wi-Fi 6 gak support beamforming, harus router dan perangkat sama-sama support. ",0,0,0,0,0,0,0,0,1,0,0,0
Wi-Fi 6 iPhone 16 mendukung WPA3 security! Jaringan Wi-Fi lebih aman dari serangan cyber dan hacking.,,Wi-Fi 6 iPhone 16 Supports WPA3 Security!The Wi-Fi network is safer than cyber and hacking attacks.,2,,Wi-Fi 6 iPhone 16 mendukung WPA3 security! Jaringan Wi-Fi lebih aman dari serangan cyber dan hacking. ,0,0,0,0,0,0,0,0,0,0,0,0
"USB Type-C iPhone 16 mengurangi sampah elektronik! Charger lama bisa dipakai lagi, tidak perlu beli charger Lightning baru.",,"USB Type-C iPhone 16 reduces electronic waste!The old charger can be used again, no need to buy a new lightning charger.",1,,"USB Type-C iPhone 16 mengurangi sampah elektronik! Charger lama bisa dipakai lagi, tidak perlu beli charger Lightning baru. ",0,0,0,0,0,0,0,0,0,0,0,0
Wi-Fi 6 iPhone 16 latensi rendah! Main game online kompetitif ping stabil dan responsif.,,Wi-Fi 6 iPhone 16 Low Latency!Playing Ping's competitive online games stable and responsive.,2,,Wi-Fi 6 iPhone 16 latensi rendah! Main game online kompetitif ping stabil dan responsif. ,0,0,0,0,2,0,0,0,2,0,0,0
"Wi-Fi 6 iPhone 16 1024-QAM benefitnya cuma kerasa di kondisi sinyal Wi-Fi ideal dan jarak dekat, di kondisi sinyal lemah malah bikin koneksi gak stabil.",,"Wi-Fi 6 iPhone 16 1024-QAM The benefits are only feeling in the condition of the ideal Wi-Fi signal and close range, in the condition of a weak signal it actually makes the connection unstable.",2,,"Wi-Fi 6 iPhone 16 1024-QAM benefitnya cuma kerasa di kondisi sinyal Wi-Fi ideal dan jarak dekat, di kondisi sinyal lemah malah bikin koneksi gak stabil. ",2,0,0,0,0,0,0,0,0,0,0,0
"Bluetooth iPhone 16 direction finding in Bluetooth Mesh fitur terlalu enterprise-focused dan specific, pengguna awam gak kepakai fitur Bluetooth Mesh.",,"Bluetooth iPhone 16 Direction Finding in Bluetooth Mesh Features Too Enterprise-Focused and Specific, ordinary users don't use Bluetooth mesh features.",0,,"Bluetooth iPhone 16 direction finding in Bluetooth Mesh fitur terlalu enterprise-focused dan specific, pengguna awam gak kepakai fitur Bluetooth Mesh. ",0,0,0,0,0,0,0,0,1,0,0,0
Wi-Fi 6 iPhone 16 mengurangi congestion jaringan! Lebih banyak perangkat bisa connect ke router tanpa berebut bandwidth.,,Wi-Fi 6 iPhone 16 reduces network congestion!More devices can connect to the router without fighting over bandwidth.,2,,Wi-Fi 6 iPhone 16 mengurangi congestion jaringan! Lebih banyak perangkat bisa connect ke router tanpa berebut bandwidth. ,0,0,0,0,0,0,0,0,2,0,0,0
"NFC iPhone 16 HCE security lebih rendah dibanding secure element hardware, data kartu virtual rawan di-hack atau dicuri.",,"NFC iPhone 16 HCE Security is lower than Secure Element Hardware, virtual card data is prone to hack or stolen.",1,,"NFC iPhone 16 HCE security lebih rendah dibanding secure element hardware, data kartu virtual rawan di-hack atau dicuri. ",0,0,0,0,0,0,0,0,1,0,0,0
"Wi-Fi 6 iPhone 16 spatial reuse fitur complex dan advanced, benefit fitur ini susah diukur dan dirasakan langsung.",,"Wi-Fi 6 iPhone 16 Spatial Reuse Complex and Advanced features, Benefit This feature is difficult to measure and feel directly.",2,,"Wi-Fi 6 iPhone 16 spatial reuse fitur complex dan advanced, benefit fitur ini susah diukur dan dirasakan langsung. ",0,0,0,0,0,0,0,0,1,0,0,0
"NFC iPhone 16 mendukung ISO/IEC 14443 type A dan B! Kompatibilitas kartu contactless lebih luas, termasuk kartu Mifare dan Desfire.",,"NFC iPhone 16 supports ISO/IEC 14443 Type A and B!Compatibility of more broad contactless cards, including Mifare and Desfire cards.",1,,"NFC iPhone 16 mendukung ISO/IEC 14443 type A dan B! Kompatibilitas kartu contactless lebih luas, termasuk kartu Mifare dan Desfire. ",0,0,0,0,0,0,0,0,2,0,0,0
NFC iPhone 16 ISO/IEC 14443 compliance percuma kalau kartu akses kantor atau apartemen masih pakai frekuensi 125 kHz yang gak support NFC.,,NFC iPhone 16 ISO/IEC 14443 Compliance is useless if office or apartment access cards still use a frequency of 125 KHz that does not support NFC.,1,,NFC iPhone 16 ISO/IEC 14443 compliance percuma kalau kartu akses kantor atau apartemen masih pakai frekuensi 125 kHz yang gak support NFC. ,0,0,0,0,0,0,0,0,1,0,0,0
Wi-Fi 6 iPhone 16 transmit beamforming! Meningkatkan jangkauan dan throughput Wi-Fi dengan memfokuskan sinyal Wi-Fi ke perangkat target.,,Wi-Fi 6 iPhone 16 Transmit Beamforming!Increase the reach and throughput of Wi-Fi by focusing the Wi-Fi signal on the target device.,2,,Wi-Fi 6 iPhone 16 transmit beamforming! Meningkatkan jangkauan dan throughput Wi-Fi dengan memfokuskan sinyal Wi-Fi ke perangkat target. ,0,0,0,0,0,0,0,0,0,0,0,0
"Wi-Fi 6 iPhone 16 OFDM modulation fitur terlalu teknis dan internal, pengguna awam gak ngerti apa itu modulasi OFDM.",,"Wi-Fi 6 iPhone 16 ofDM Modulation features are too technical and internal, ordinary users do not understand what the ofdm modulation is.",0,,"Wi-Fi 6 iPhone 16 OFDM modulation fitur terlalu teknis dan internal, pengguna awam gak ngerti apa itu modulasi OFDM. ",0,0,0,0,0,0,0,0,1,0,0,0
"NFC iPhone 16 reader/writer mode fitur buat developer dan advanced user aja, pengguna awam jarang kepakai fitur ini.",,"NFC iPhone 16 Reader/Writer Mode feature for developers and advanced users, ordinary users rarely use this feature.",1,,"NFC iPhone 16 reader/writer mode fitur buat developer dan advanced user aja, pengguna awam jarang kepakai fitur ini. ",0,0,0,0,0,0,0,0,1,0,0,0
"Iphone 16 memiliki beberapa fitur paling gila seperti penyimpanan dan baterai yang dapat diisi ulang. Anda dapat melakukan panggilan telepon dan mengirim pesan. Ya Tuhan, bukankah itu luar biasa..",,"IPhone 16 has some of the craziest features such as storage and rechargeable batteries.You can make phone calls and send messages.Oh my God, isn't that extraordinary ..",2,,"Iphone 16 memiliki beberapa fitur paling gila seperti penyimpanan dan baterai yang dapat diisi ulang. Anda dapat melakukan panggilan telepon dan mengirim pesan. Ya Tuhan, bukankah itu luar biasa.. ",0,0,0,0,0,0,0,0,0,0,0,0
"Bluetooth iPhone 16 connection parameter request procedure terlalu teknis dan advanced, pengguna awam gak perlu tahu detail fitur ini.",,"Bluetooth iPhone 16 Connection Parameter Request Procedure is too technical and advanced, ordinary users don't need to know the details of this feature.",2,,"Bluetooth iPhone 16 connection parameter request procedure terlalu teknis dan advanced, pengguna awam gak perlu tahu detail fitur ini. ",0,0,0,0,0,0,0,0,1,0,0,0
"USB Type-C iPhone 16 mendukung USB Alternate Mode! Bisa support berbagai protokol lain selain USB, kayak DisplayPort, Thunderbolt, HDMI, dll.",,"USB Type-C iPhone 16 Supports USB Alternate Mode!Can support various other protocols besides USB, like Displayport, Thunderbolt, HDMI, etc.",2,,"USB Type-C iPhone 16 mendukung USB Alternate Mode! Bisa support berbagai protokol lain selain USB, kayak DisplayPort, Thunderbolt, HDMI, dll. ",0,0,0,0,0,0,0,0,2,0,0,0
"USB Type-C iPhone 16 fixed voltage power supply fitur standar dan basic USB PD, harusnya iPhone bisa support fitur USB PD yang lebih canggih.",,"USB Type-C iPhone 16 Fixed Voltage Power Supply Standard features and Basic USB PD, the iPhone should be able to support a more sophisticated USB PD feature.",2,,"USB Type-C iPhone 16 fixed voltage power supply fitur standar dan basic USB PD, harusnya iPhone bisa support fitur USB PD yang lebih canggih. ",0,0,0,0,0,0,0,0,1,0,0,0
Wi-Fi 6 iPhone 16 basic service set (BSS) coloring! Mengurangi interferensi antar jaringan Wi-Fi yang berdekatan.,,Wi-Fi 6 iPhone 16 Basic Service Set (BSS) Coloring!Reducing interference between adjacent Wi-Fi networks.,0,,Wi-Fi 6 iPhone 16 basic service set (BSS) coloring! Mengurangi interferensi antar jaringan Wi-Fi yang berdekatan. ,0,0,0,0,0,0,0,0,0,0,0,0
"Wi-Fi 6 iPhone 16 preamble fitur terlalu teknis dan internal, pengguna awam gak ngerti apa itu preamble Wi-Fi.",,"Wi-Fi 6 iPhone 16 preamble features are too technical and internal, ordinary users do not understand what pre-fi-fi is.",0,,"Wi-Fi 6 iPhone 16 preamble fitur terlalu teknis dan internal, pengguna awam gak ngerti apa itu preamble Wi-Fi. ",0,0,0,0,0,0,0,0,1,0,0,0
USB Type-C iPhone 16 mendukung USB Power Delivery Extended Power Range (USB PD EPR)! Bisa supply daya lebih besar untuk perangkat laptop atau monitor portabel.,,USB Type-C iPhone 16 Supports USB Power Delivery Extended Power Range (USB PD EPR)!Can supply a larger power for laptop devices or portable monitors.,2,,USB Type-C iPhone 16 mendukung USB Power Delivery Extended Power Range (USB PD EPR)! Bisa supply daya lebih besar untuk perangkat laptop atau monitor portabel. ,0,0,0,0,0,0,0,0,2,0,0,0
USB Type-C iPhone 16 material portnya lebih kuat dan tahan lama! Tidak gampang longgar atau rusak kayak port Lightning dulu.,,USB Type-C iPhone 16 The port material is stronger and more durable!Not easily loose or damaged like a lightning port first.,2,,USB Type-C iPhone 16 material portnya lebih kuat dan tahan lama! Tidak gampang longgar atau rusak kayak port Lightning dulu. ,0,0,0,0,0,0,0,0,2,0,0,0
NFC iPhone 16 mendukung reader/writer mode! Bisa baca dan tulis data ke tag NFC dengan aplikasi pihak ketiga.,,NFC iPhone 16 supports Reader/Writer Mode!Can read and write data to the NFC tag with third -party applications.,1,,NFC iPhone 16 mendukung reader/writer mode! Bisa baca dan tulis data ke tag NFC dengan aplikasi pihak ketiga. ,0,0,0,0,0,0,0,0,2,0,0,0
